task,model,target,layer,r2_mean,r2_std,best_lr,best_wd,output_dim,n_samples
push,large,mass,0,0.05782002531590593,0.039533372529456746,0.003,0.8,1,1500
push,large,mass,1,0.0821886088387002,0.013762724326938971,0.003,0.4,1,1500
push,large,mass,2,0.09315423992697718,0.024779914956487948,0.005,0.8,1,1500
push,large,mass,3,0.08098435764676197,0.021908596409614376,0.0003,0.8,1,1500
push,large,mass,4,0.10805137968238007,0.01632740943174837,0.001,0.4,1,1500
push,large,mass,5,0.11785004071090144,0.017606994428275877,0.003,0.4,1,1500
push,large,mass,6,0.10437802804101537,0.026724929799422623,0.005,0.8,1,1500
push,large,mass,7,0.10364976696528491,0.023948744132205987,0.003,0.4,1,1500
push,large,mass,8,0.1068284906866257,0.03141230456603747,0.003,0.4,1,1500
push,large,mass,9,0.11803753940043235,0.04457111917824901,0.003,0.4,1,1500
push,large,mass,10,0.1383501874556081,0.04172420973392874,0.003,0.4,1,1500
push,large,mass,11,0.1401647850042112,0.032666045270745174,0.005,0.4,1,1500
push,large,mass,12,0.1623117680841617,0.031092800766548433,0.003,0.4,1,1500
push,large,mass,13,0.163604128869027,0.03093783895155242,0.003,0.4,1,1500
push,large,mass,14,0.15550125815170507,0.03161234125453099,0.001,0.4,1,1500
push,large,mass,15,0.16583305471003945,0.03245237657649117,0.003,0.4,1,1500
push,large,mass,16,0.17633462920194745,0.03790837956116508,0.003,0.1,1,1500
push,large,mass,17,0.17977710827879823,0.053331839745524114,0.001,0.1,1,1500
push,large,mass,18,0.19689072607929473,0.04749350351068375,0.003,0.1,1,1500
push,large,mass,19,0.2027286200248449,0.061808733830698175,0.003,0.4,1,1500
push,large,mass,20,0.18027199940562225,0.05750634477202216,0.003,0.1,1,1500
push,large,mass,21,0.19078934396867833,0.03993314482731776,0.003,0.01,1,1500
push,large,mass,22,0.1591138488516249,0.03579659723878412,0.003,0.1,1,1500
push,large,mass,23,0.1502464646467003,0.04773231715083514,0.003,0.1,1,1500
