task,layer,param,r2_mean,r2_std
nut_thread,0,nut_static_friction,-4.259069156646729,0.7832804845116722
nut_thread,0,nut_dynamic_friction,-4.259069156646729,0.7832804845116722
nut_thread,0,nut_mass,-4.153225421905518,0.9590278545627862
nut_thread,0,bolt_static_friction,-3.5151193618774412,1.2817802501044093
nut_thread,0,bolt_dynamic_friction,-3.5151193618774412,1.2817802501044093
nut_thread,1,nut_static_friction,-2.4269762516021727,0.505213640635519
nut_thread,1,nut_dynamic_friction,-2.4269762516021727,0.505213640635519
nut_thread,1,nut_mass,-2.3593876361846924,0.815494993441967
nut_thread,1,bolt_static_friction,-2.4029759407043456,0.6072496889864266
nut_thread,1,bolt_dynamic_friction,-2.4029759407043456,0.6072496889864266
nut_thread,2,nut_static_friction,-1.542545461654663,0.4855628432487039
nut_thread,2,nut_dynamic_friction,-1.542545461654663,0.4855628432487039
nut_thread,2,nut_mass,-1.3364691495895387,0.49841687688752356
nut_thread,2,bolt_static_friction,-2.011784887313843,0.4238174226095055
nut_thread,2,bolt_dynamic_friction,-2.011784887313843,0.4238174226095055
nut_thread,3,nut_static_friction,-0.9941339731216431,0.37309718874199505
nut_thread,3,nut_dynamic_friction,-0.9941339731216431,0.37309718874199505
nut_thread,3,nut_mass,-1.558628797531128,0.3430010266962823
nut_thread,3,bolt_static_friction,-1.874355936050415,0.5022363920940968
nut_thread,3,bolt_dynamic_friction,-1.874355936050415,0.5022363920940968
nut_thread,4,nut_static_friction,-1.137826681137085,0.3203612071272601
nut_thread,4,nut_dynamic_friction,-1.137826681137085,0.3203612071272601
nut_thread,4,nut_mass,-1.3557625770568849,0.18155533455650713
nut_thread,4,bolt_static_friction,-1.5582773685455322,0.3946898342203655
nut_thread,4,bolt_dynamic_friction,-1.5582773685455322,0.3946898342203655
nut_thread,5,nut_static_friction,-0.8533756732940674,0.4310724225349931
nut_thread,5,nut_dynamic_friction,-0.8533756732940674,0.4310724225349931
nut_thread,5,nut_mass,-1.2504698038101196,0.22351508019537106
nut_thread,5,bolt_static_friction,-1.1624431133270263,0.3591969799050338
nut_thread,5,bolt_dynamic_friction,-1.1624431133270263,0.3591969799050338
nut_thread,6,nut_static_friction,-0.8164808034896851,0.5189570360822386
nut_thread,6,nut_dynamic_friction,-0.8164808034896851,0.5189570360822386
nut_thread,6,nut_mass,-1.2020779371261596,0.20521883015674652
nut_thread,6,bolt_static_friction,-1.0201257705688476,0.5383514897831762
nut_thread,6,bolt_dynamic_friction,-1.0201257705688476,0.5383514897831762
nut_thread,7,nut_static_friction,-0.8751254320144654,0.46356995068108264
nut_thread,7,nut_dynamic_friction,-0.8751254320144654,0.46356995068108264
nut_thread,7,nut_mass,-1.2850399971008302,0.13960192716918016
nut_thread,7,bolt_static_friction,-1.184512186050415,0.504406523352658
nut_thread,7,bolt_dynamic_friction,-1.184512186050415,0.504406523352658
nut_thread,8,nut_static_friction,-0.8726385831832886,0.40058332625253806
nut_thread,8,nut_dynamic_friction,-0.8726385831832886,0.40058332625253806
nut_thread,8,nut_mass,-1.3024368762969971,0.15620241902221826
nut_thread,8,bolt_static_friction,-1.0685230016708374,0.24331650865980006
nut_thread,8,bolt_dynamic_friction,-1.0685230016708374,0.24331650865980006
nut_thread,9,nut_static_friction,-1.7338247776031495,0.2926667296765048
nut_thread,9,nut_dynamic_friction,-1.7338247776031495,0.2926667296765048
nut_thread,9,nut_mass,-1.6175435543060304,0.2903979698374006
nut_thread,9,bolt_static_friction,-2.0187679290771485,0.26893207936004754
nut_thread,9,bolt_dynamic_friction,-2.0187679290771485,0.26893207936004754
nut_thread,10,nut_static_friction,-2.013991594314575,0.4235281042091428
nut_thread,10,nut_dynamic_friction,-2.013991594314575,0.4235281042091428
nut_thread,10,nut_mass,-1.5361293792724608,0.22337842932299792
nut_thread,10,bolt_static_friction,-2.2269121170043946,0.2996996834012648
nut_thread,10,bolt_dynamic_friction,-2.2269121170043946,0.2996996834012648
nut_thread,11,nut_static_friction,-1.5414437770843505,0.22423460283698782
nut_thread,11,nut_dynamic_friction,-1.5414437770843505,0.22423460283698782
nut_thread,11,nut_mass,-1.2887946605682372,0.2363955071559964
nut_thread,11,bolt_static_friction,-1.5454118728637696,0.30067251772131387
nut_thread,11,bolt_dynamic_friction,-1.5454118728637696,0.30067251772131387
nut_thread,12,nut_static_friction,-1.3156554698944092,0.2937687222514041
nut_thread,12,nut_dynamic_friction,-1.3156554698944092,0.2937687222514041
nut_thread,12,nut_mass,-1.402580165863037,0.3664681135735842
nut_thread,12,bolt_static_friction,-1.5998531341552735,0.1638789858313339
nut_thread,12,bolt_dynamic_friction,-1.5998531341552735,0.1638789858313339
nut_thread,13,nut_static_friction,-1.781589651107788,0.7086412609111801
nut_thread,13,nut_dynamic_friction,-1.781589651107788,0.7086412609111801
nut_thread,13,nut_mass,-0.8782554626464844,0.16111238051124693
nut_thread,13,bolt_static_friction,-1.4993698120117187,0.24220205694539051
nut_thread,13,bolt_dynamic_friction,-1.4993698120117187,0.24220205694539051
nut_thread,14,nut_static_friction,-1.8544132709503174,0.43512137764756537
nut_thread,14,nut_dynamic_friction,-1.8544132709503174,0.43512137764756537
nut_thread,14,nut_mass,-1.4421935081481934,0.23763561762230948
nut_thread,14,bolt_static_friction,-1.2648682832717895,0.41863813332352423
nut_thread,14,bolt_dynamic_friction,-1.2648682832717895,0.41863813332352423
nut_thread,15,nut_static_friction,-1.6618733406066895,0.551250709210581
nut_thread,15,nut_dynamic_friction,-1.6618733406066895,0.551250709210581
nut_thread,15,nut_mass,-1.7615333557128907,0.20056246811899003
nut_thread,15,bolt_static_friction,-1.4937586307525634,0.313179528386513
nut_thread,15,bolt_dynamic_friction,-1.4937586307525634,0.313179528386513
nut_thread,16,nut_static_friction,-1.5851318836212158,0.4497111761200132
nut_thread,16,nut_dynamic_friction,-1.5851318836212158,0.4497111761200132
nut_thread,16,nut_mass,-1.4007617950439453,0.2816168961296744
nut_thread,16,bolt_static_friction,-1.4181084871292113,0.4699247381110214
nut_thread,16,bolt_dynamic_friction,-1.4181084871292113,0.4699247381110214
nut_thread,17,nut_static_friction,-1.5629457473754882,0.45567316254985957
nut_thread,17,nut_dynamic_friction,-1.5629457473754882,0.45567316254985957
nut_thread,17,nut_mass,-1.345565676689148,0.40700713554723345
nut_thread,17,bolt_static_friction,-1.368013572692871,0.4440633760029034
nut_thread,17,bolt_dynamic_friction,-1.368013572692871,0.4440633760029034
nut_thread,18,nut_static_friction,-1.261440682411194,0.4048164171405386
nut_thread,18,nut_dynamic_friction,-1.261440682411194,0.4048164171405386
nut_thread,18,nut_mass,-1.2877010583877564,0.5084154993068487
nut_thread,18,bolt_static_friction,-1.159467840194702,0.2393235831377441
nut_thread,18,bolt_dynamic_friction,-1.159467840194702,0.2393235831377441
nut_thread,19,nut_static_friction,-1.5850845336914063,0.5773466051457767
nut_thread,19,nut_dynamic_friction,-1.5850845336914063,0.5773466051457767
nut_thread,19,nut_mass,-1.6258657932281495,0.3987303223500504
nut_thread,19,bolt_static_friction,-1.4525646686553955,0.37503342644609877
nut_thread,19,bolt_dynamic_friction,-1.4525646686553955,0.37503342644609877
nut_thread,20,nut_static_friction,-1.4895288944244385,0.505660728115657
nut_thread,20,nut_dynamic_friction,-1.4895288944244385,0.505660728115657
nut_thread,20,nut_mass,-1.1268161535263062,0.29643438059620314
nut_thread,20,bolt_static_friction,-1.1969508171081542,0.2785673951668067
nut_thread,20,bolt_dynamic_friction,-1.1969508171081542,0.2785673951668067
nut_thread,21,nut_static_friction,-1.5475331783294677,0.49841922420992124
nut_thread,21,nut_dynamic_friction,-1.5475331783294677,0.49841922420992124
nut_thread,21,nut_mass,-1.4108595848083496,0.3546512546852244
nut_thread,21,bolt_static_friction,-1.1454147815704345,0.2810759518426364
nut_thread,21,bolt_dynamic_friction,-1.1454147815704345,0.2810759518426364
nut_thread,22,nut_static_friction,-1.467807149887085,0.4719676061720878
nut_thread,22,nut_dynamic_friction,-1.467807149887085,0.4719676061720878
nut_thread,22,nut_mass,-1.6898725271224975,0.49407056657115905
nut_thread,22,bolt_static_friction,-1.3926702737808228,0.36207791219548013
nut_thread,22,bolt_dynamic_friction,-1.3926702737808228,0.36207791219548013
nut_thread,23,nut_static_friction,-1.4103212118148805,0.5611014513942127
nut_thread,23,nut_dynamic_friction,-1.4103212118148805,0.5611014513942127
nut_thread,23,nut_mass,-1.7335726737976074,0.6341496686401624
nut_thread,23,bolt_static_friction,-1.1755050420761108,0.2372056234551583
nut_thread,23,bolt_dynamic_friction,-1.1755050420761108,0.2372056234551583
